ID,CREATION_DT,BU,S_START_DT,S_END_DT,DEPTO,PRODUCT,PROCESS,MACHINE,SAMPLE_TIME_SPAN,TOTAL_PRODUCTION_TIME,BUILD_QTY,AVG_CT,AVAIL,PERF,YIELD,OEE
18743,28-JUL-15,1,23-JUL-15,23-JUL-15,LR4 Shim,all,SiLens,CYBOND60,510,397,15,26.44,.7776411764705882352941176470588235294118,.6618809522008487204895649740164449050295,1,.5147058823529411764705882352941176470588
18874,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND55,480,447,18,24.85,.9320486111111111111111111111111111111167,.7040941772529150989084677569571210371376,1,.6562499999999999999999999999999999999999
18875,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND14,480,413,17,24.28,.8597909722222222222222222222222222222229,.7208631943002942414136510892909210006625,1,.6197916666666666666666666666666666666666
18876,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND59,480,383,11,34.8,.7974808680555555555555555555555555555542,.5028856273937954537310608592186271971267,.9090909090909090909090909090909090909091,.3645833333333333333333333333333333333334
18877,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND38,480,415,20,20.74,.8641135416666666666666666666666666666646,.8438320099234644366999417755913152809559,.9,.65625
18878,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND63,480,429,19,22.59,.8942954861111111111111111111111111111125,.774585519094600770081663444727402195473,1,.6927083333333333333333333333333333333332
18879,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND58,480,470,17,27.66,.9797270833333333333333333333333333333333,.6326166513208397746821500035086301669896,1,.6197916666666666666666666666666666666667
18880,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND3,480,348,14,24.84,.7244434027777777777777777777777777777792,.7045638965163389326192474394853903643445,.9285714285714285714285714285714285714286,.4739583333333333333333333333333333333334
18881,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND56,480,449,20,22.47,.9363364583333333333333333333333333333354,.7787442859638017406047283128060047859382,1,.7291666666666666666666666666666666666667
18882,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND57,480,416,15,27.7,.8657577777777777777777777777777777777792,.6316720612129130293050917500660949559914,.9333333333333333333333333333333333333333,.5104166666666666666666666666666666666667
18883,28-JUL-15,1,18-JUL-15,18-JUL-15,LR4 Shim,all,SiLens,CYBOND60,480,302,11,27.47,.6295760416666666666666666666666666666667,.6370027449027371263399807740989720264795,1,.4010416666666666666666666666666666666667
19691,28-JUL-15,1,20-JUN-15,20-JUN-15,LR4 Shim,all,SiLens,CYBOND56,480,327,12,27.25,.6812561111111111111111111111111111111125,.6421960740821081319555950976178806958701,.8333333333333333333333333333333333333333,.3645833333333333333333333333333333333333
