ID,CREATION_DT,BU,S_START_DT,S_END_DT,DEPTO,PRODUCT,PROCESS,MACHINE,SAMPLE_TIME_SPAN,TOTAL_PRODUCTION_TIME,BUILD_QTY,AVG_CT,AVAIL,PERF,YIELD,OEE
19871,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND56,480,390,13,30.04,.8134645833333333333333333333333333333354,.5826416331380950307711614160624694273194,1,.4739583333333333333333333333333333333333
19872,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND57,480,395,16,24.67,.8222350694444444444444444444444444444438,.7094483743286105749192263465477946501687,.9375,.5468750000000000000000000000000000000001
19873,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND60,480,454,19,23.92,.9466531249999999999999999999999999999958,.7317446222272105564890342841611950875211,1,.6927083333333333333333333333333333333334
19804,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND55,480,424,11,38.51,.8824923263888888888888888888888888888875,.4544421007123173364074341376669981274238,1,.4010416666666666666666666666666666666666
19805,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND14,480,452,16,28.22,.9406934027777777777777777777777777777813,.6201099440166218994041407841511709927309,1,.5833333333333333333333333333333333333333
19806,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND59,480,464,16,28.98,.9658920138888888888888888888888888888875,.6039322459916693298401125327085031143859,1,.5833333333333333333333333333333333333332
19807,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND38,480,389,15,25.9,.8094829861111111111111111111111111111104,.6755855396384266191855140734119128679106,1,.5468750000000000000000000000000000000001
19808,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND63,480,386,14,27.54,.8033562499999999999999999999999999999938,.6353553192206653855828801564270728791501,1,.5104166666666666666666666666666666666668
19809,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND58,480,399,15,26.62,.8318288194444444444444444444444444444479,.6574369476225201582690749590823766408243,1,.5468750000000000000000000000000000000001
19810,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND3,480,418,15,27.85,.8703364583333333333333333333333333333354,.6283489502981964589843726623922979977796,.9333333333333333333333333333333333333333,.5104166666666666666666666666666666666667
19811,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND56,480,413,13,31.79,.8609739583333333333333333333333333333333,.550490904801369572976340989794745534067,.9230769230769230769230769230769230769231,.4375000000000000000000000000000000000001
19812,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND57,480,439,11,39.92,.9148993055555555555555555555555555555563,.4383451427183471162202883589951838962238,1,.4010416666666666666666666666666666666667
19813,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND60,480,333,11,30.29,.6941985763888888888888888888888888888875,.5777045362910738546982559175075935635024,.9090909090909090909090909090909090909091,.3645833333333333333333333333333333333334
19814,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND55,510,441,13,33.9,.8642140522875816993464052287581699346392,.5161666026973013751207697499900737191797,1,.4460784313725490196078431372549019607843
19815,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND14,510,446,17,26.26,.8752924836601307189542483660130718954235,.6664438964379787148646857539683280472083,1,.5833333333333333333333333333333333333333
19816,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND59,510,442,20,22.11,.8671607843137254901960784313725490196098,.7914039959118330725468737281007208559808,1,.6862745098039215686274509803921568627451
19817,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND38,510,431,19,22.67,.8446999999999999999999999999999999999961,.7718252448368953358542422533118847160066,1,.6519607843137254901960784313725490196078
19818,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND63,510,344,16,21.5,.6746643790849673202614379084967320261451,.8137670001012364898935466823736614622697,1,.5490196078431372549019607843137254901959
19819,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND58,510,413,17,24.32,.8105467320261437908496732026143790849647,.7196788418049142171043268220877298587719,1,.5833333333333333333333333333333333333333
19820,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND3,510,339,13,26.11,.665589771241830065359477124183006535949,.6702002504339485247910509559878759056221,.9230769230769230769230769230769230769231,.4117647058823529411764705882352941176471
19821,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND56,510,382,12,31.84,.7491013071895424836601307189542483660137,.549678263714690805976660486421638128476,1,.4117647058823529411764705882352941176471
19822,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND57,510,439,16,27.45,.8610891830065359477124183006535947712451,.6375873935916926005971537263814194281735,.8125,.4460784313725490196078431372549019607843
19823,28-JUL-15,1,16-JUN-15,16-JUN-15,LR4 Shim,all,SiLens,CYBOND60,510,397,12,33.1,.7788385620915032679738562091503267973863,.5286907016732641112163830338957875099754,1,.411764705882352941176470588235294117647
19874,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND55,510,405,13,31.13,.7935957516339869281045751633986928104569,.5620978066655328625438199508071765683048,.9230769230769230769230769230769230769231,.4117647058823529411764705882352941176471
19875,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND14,510,388,14,27.7,.7604591503267973856209150326797385620902,.6317132967054217760597850026106518894469,1,.4803921568627450980392156862745098039215
19876,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND59,510,379,13,29.15,.7430290849673202614379084967320261437922,.6003512384608313699135626161943537075966,.9230769230769230769230769230769230769231,.4117647058823529411764705882352941176471
19877,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND38,510,359,15,23.96,.7046035947712418300653594771241830065333,.7304900034182294128205401730078610000459,1,.5147058823529411764705882352941176470588
19878,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND63,510,465,18,25.85,.9123251633986928104575163398692810457529,.6770032041236300983445659746786473547612,1,.6176470588235294117647058823529411764705
19879,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND58,510,467,19,24.59,.9162343137254901960784313725490196078431,.7115655619388396024221049714357252993124,1,.6519607843137254901960784313725490196079
19880,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND3,510,431,18,23.95,.8452169934640522875816993464052287581706,.7307556090326032994582355770494795009515,1,.6176470588235294117647058823529411764707
19881,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND56,510,471,15,31.43,.9245026143790849673202614379084967320235,.5567381577375292420089516426073302796998,1,.5147058823529411764705882352941176470588
19882,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND57,510,377,12,31.44,.7397179738562091503267973856209150326804,.5566509405412856074365031364629780736956,.9166666666666666666666666666666666666667,.3774509803921568627450980392156862745098
19883,28-JUL-15,1,14-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND60,510,417,16,26.06,.8175891503267973856209150326797385620902,.6715103883456494200948204645029216297822,.9375,.5147058823529411764705882352941176470587
20102,28-JUL-15,1,05-JUN-15,06-JUN-15,LR4 Shim,all,SiLens,CYBOND57,450,270,13,20.79,.6005188888888888888888888888888888888889,.8418645356700779141002133340240939779856,1,.5055555555555555555555555555555555555555
20103,28-JUL-15,1,05-JUN-15,06-JUN-15,LR4 Shim,all,SiLens,CYBOND60,450,331,13,25.48,.7360088888888888888888888888888888888889,.6868878395188463907440731392132945254284,1,.5055555555555555555555555555555555555555
20104,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND55,480,427,14,30.47,.8885746527777777777777777777777777777792,.5744218170876813873654553660571412940895,1,.5104166666666666666666666666666666666668
20105,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND14,480,411,13,31.58,.8552961805555555555555555555555555555604,.5541452705020556150748623872578253228524,1,.4739583333333333333333333333333333333333
20106,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND59,480,423,17,24.89,.881515972222222222222222222222222222225,.703097489095095806387827787200553339691,1,.6197916666666666666666666666666666666665
20107,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND38,480,347,15,23.16,.7237780555555555555555555555555555555542,.7555838365121904696843453775155904530295,1,.5468750000000000000000000000000000000001
20108,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND63,480,421,13,32.38,.8770017361111111111111111111111111111104,.5404303250698303286331071972253950783232,1,.4739583333333333333333333333333333333333
20109,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND58,480,413,16,25.8,.8598694444444444444444444444444444444458,.6783975603531543871324135123872164055901,1,.5833333333333333333333333333333333333332
20110,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND3,480,406,15,27.06,.8455979166666666666666666666666666666667,.6467317258251680886552168460679942939785,1,.5468750000000000000000000000000000000001
20111,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND56,480,417,14,29.79,.8688153472222222222222222222222222222188,.587485785441718572567802853518372438974,1,.5104166666666666666666666666666666666667
20112,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND57,480,438,18,24.31,.9117225694444444444444444444444444444438,.7197913290661259726227939252658562603381,1,.6562500000000000000000000000000000000001
20113,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND60,480,302,11,27.49,.6300126388888888888888888888888888888875,.6365613035540953653707564508736707442611,1,.4010416666666666666666666666666666666666
20114,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND55,510,315,13,24.25,.6181414705882352941176470588235294117627,.721644562931608872453367883454561689748,1,.4460784313725490196078431372549019607842
20115,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND14,510,457,18,25.4,.8963346405228758169934640522875816993451,.6890808754900130670151204032107522867287,1,.6176470588235294117647058823529411764706
20116,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND59,510,458,17,26.91,.8971390196078431372549019607843137254882,.650215095524793521191220282164938697285,.9411764705882352941176470588235294117647,.5490196078431372549019607843137254901959
20117,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND38,510,369,18,20.49,.7230863725490196078431372549019607843118,.854181578123514927365415218343047728008,1,.6176470588235294117647058823529411764705
20118,28-JUL-15,1,05-JUN-15,05-JUN-15,LR4 Shim,all,SiLens,CYBOND63,510,357,15,23.79,.6996379084967320261437908496732026143745,.7356746627106832105496213727735915683792,1,.5147058823529411764705882352941176470589
19884,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND55,450,303,11,27.56,.6736050370370370370370370370370370370356,.6350572728188449369385378925203779157115,.9090909090909090909090909090909090909091,.3888888888888888888888888888888888888889
19885,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND14,450,326,14,23.32,.7253711481481481481481481481481481481511,.7505736143964308233317697234023900204109,1,.5444444444444444444444444444444444444444
19886,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND59,450,388,15,25.89,.8630714814814814814814814814814814814844,.6758806725162887242076425582534041856517,1,.5833333333333333333333333333333333333334
19887,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND38,450,329,11,29.9,.7308770370370370370370370370370370370356,.5852937718661699186365644927859375443416,.9090909090909090909090909090909090909091,.3888888888888888888888888888888888888889
19888,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND63,450,305,10,30.47,.6770585185185185185185185185185185185178,.574380025141434243333636022489439612967,1,.3888888888888888888888888888888888888889
19889,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND58,450,376,17,22.15,.8366231481481481481481481481481481481467,.7902137450708480852811069190185855173977,1,.6611111111111111111111111111111111111111
19890,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND3,450,345,14,24.64,.76643555555555555555555555555555555556,.710359064761551308220449062905919465574,1,.5444444444444444444444444444444444444445
19891,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND56,450,317,11,28.84,.70493,.6068372430989995854592339349691143486273,1,.4277777777777777777777777777777777777778
19892,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND57,450,312,13,23.98,.6926525925925925925925925925925925925911,.7298832935328597201739742332482426656101,1,.5055555555555555555555555555555555555555
19893,28-JUL-15,1,13-JUN-15,14-JUN-15,LR4 Shim,all,SiLens,CYBOND60,450,341,14,24.34,.7573281481481481481481481481481481481489,.7189016356723882107956529436332212759666,1,.5444444444444444444444444444444444444445
19924,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND55,480,423,16,26.42,.8807809027777777777777777777777777777771,.6622910777170984239443454731025064957751,1,.5833333333333333333333333333333333333334
19925,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND14,480,395,16,24.7,.8234201388888888888888888888888888888896,.7084273334879504100866558434712939340903,1,.5833333333333333333333333333333333333333
19926,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND59,480,437,15,29.1,.9094826388888888888888888888888888888896,.6013033966960764476140662999034096765937,1,.546875
19927,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND38,480,365,16,22.79,.7597236111111111111111111111111111111125,.7678230935592439501938753311237090974224,1,.5833333333333333333333333333333333333332
19928,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND63,480,426,17,25.06,.8873743055555555555555555555555555555563,.6984557280804245358693210853806368507586,1,.6197916666666666666666666666666666666668
19929,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND58,480,445,17,26.15,.9261517361111111111111111111111111111104,.6692117959732570219437734622468945385948,1,.6197916666666666666666666666666666666666
19930,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND3,480,420,16,26.25,.8750322916666666666666666666666666666688,.666642064400004285556128285741835717966,1,.5833333333333333333333333333333333333334
19931,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND56,480,365,11,33.19,.7606743055555555555555555555555555555563,.5272186318608033259963975675821251429875,1,.4010416666666666666666666666666666666666
19932,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND57,480,430,17,25.28,.8953576388888888888888888888888888888854,.6922280435735254767066232844572505555304,1,.6197916666666666666666666666666666666668
19933,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND60,480,390,18,21.68,.8131802083333333333333333333333333333333,.8070166898737339125065810289590893777387,1,.6562499999999999999999999999999999999998
19934,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND55,510,439,16,27.45,.8610496732026143790849673202614379084961,.6376166496888582563006392865980570909808,1,.5490196078431372549019607843137254901961
19935,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND14,510,332,12,27.68,.6512071895424836601307189542483660130725,.6323098278009568955394054481019163002442,1,.4117647058823529411764705882352941176471
19936,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND59,510,452,18,25.13,.8869630718954248366013071895424836601314,.6963616393900461551442150217364311723888,1,.6176470588235294117647058823529411764706
19937,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND38,510,410,21,19.51,.8033477777777777777777777777777777777765,.8969816749694761814143607050918700428557,1,.7205882352941176470588235294117647058824
19938,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND63,510,446,21,21.23,.8739794117647058823529411764705882352902,.8244910870830851446897726087234522283171,1,.7205882352941176470588235294117647058824
19939,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND58,510,394,16,24.64,.7730686274509803921568627450980392156843,.7101822378349587206574258430243617871246,1,.549019607843137254901960784313725490196
19940,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND3,510,429,18,23.86,.8419774509803921568627450980392156862745,.7335672209562689140992784260209101589744,1,.6176470588235294117647058823529411764705
19941,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND56,510,399,11,36.29,.7827143790849673202614379084967320261412,.4822333541814015747110983814495057838792,1,.3774509803921568627450980392156862745098
19942,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND57,510,409,17,24.07,.8021764379084967320261437908496732026176,.7271883163936478532117626559997171094833,.9411764705882352941176470588235294117647,.5490196078431372549019607843137254901959
19943,28-JUL-15,1,12-JUN-15,12-JUN-15,LR4 Shim,all,SiLens,CYBOND60,510,470,22,21.35,.921019934640522875816993464052287581702,.8196369398659698451666790262713154392254,1,.7549019607843137254901960784313725490196
19964,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND55,510,447,17,26.3,.8767990196078431372549019607843137254882,.6652987974304930479071041611923943488752,1,.5833333333333333333333333333333333333333
19965,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND14,510,436,16,27.24,.8546339869281045751633986928104575163392,.6424031997797474743612294373618641929051,1,.5490196078431372549019607843137254901962
19966,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND59,510,481,16,30.04,.9425490196078431372549019607843137254882,.5824838776783856875390056168088204701489,1,.549019607843137254901960784313725490196
19967,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND38,510,422,20,21.1,.8274933006535947712418300653594771241824,.8293414693047887163748931482374815348116,1,.6862745098039215686274509803921568627452
19968,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND63,510,404,13,31.06,.7916879084967320261437908496732026143804,.5634523738269148609015650766852488994094,1,.4460784313725490196078431372549019607843
19969,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND58,510,349,11,31.71,.6839045751633986928104575163398692810451,.5519059150934560682891585608969641829791,1,.3774509803921568627450980392156862745098
19970,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND3,510,414,16,25.87,.8116807189542483660130718954248366013078,.6763984840621594102127313494190018854602,1,.549019607843137254901960784313725490196
19971,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND56,510,448,13,34.47,.8785271241830065359477124183006535947706,.5077571529591454502913186918241426808763,1,.4460784313725490196078431372549019607843
19972,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND57,510,417,16,26.06,.8174319934640522875816993464052287581686,.6716394907869252100242673742442006828424,.9375,.5147058823529411764705882352941176470587
19973,28-JUL-15,1,11-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND60,510,416,17,24.5,.8165359150326797385620915032679738562078,.7144000926278753152915758941637674763385,.8823529411764705882352941176470588235294,.5147058823529411764705882352941176470587
19974,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND55,450,344,15,22.92,.7639771111111111111111111111111111111133,.7635481807628326270391463153200924867709,1,.5833333333333333333333333333333333333333
19975,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND14,450,387,15,25.83,.86110148148148148148148148148148148148,.677426930365672906449706534352642223097,1,.5833333333333333333333333333333333333333
19976,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND59,450,380,16,23.77,.8453309629629629629629629629629629629644,.7360693615684866974740903584727892682475,1,.6222222222222222222222222222222222222221
19977,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND38,450,339,16,21.16,.7522925925925925925925925925925925925911,.8271013543784677947410138884102422717732,1,.6222222222222222222222222222222222222221
19978,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND63,450,415,14,29.64,.9220562962962962962962962962962962962933,.5904676825388664305867079699480067096429,1,.5444444444444444444444444444444444444445
19979,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND58,450,330,13,25.38,.7332053703703703703703703703703703703711,.6895142561492422036269460150748527078835,1,.5055555555555555555555555555555555555556
19980,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND3,450,374,16,23.35,.8301581481481481481481481481481481481489,.7495225140055866195954630688396276122302,1,.6222222222222222222222222222222222222222
19981,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND56,450,387,14,27.67,.8606959259259259259259259259259259259244,.6325630551332491924063171963772640486027,1,.5444444444444444444444444444444444444445
19982,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND57,450,270,13,20.74,.5990617037037037037037037037037037037044,.84391232560845460425581585425009703446,1,.5055555555555555555555555555555555555554
19983,28-JUL-15,1,10-JUN-15,11-JUN-15,LR4 Shim,all,SiLens,CYBOND60,450,318,13,24.47,.7069732592592592592592592592592592592578,.7150985542016938353475363256968491343236,1,.5055555555555555555555555555555555555556
19984,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND55,480,477,18,26.53,.9947531250000000000000000000000000000042,.6597114233745181750497139679757226196171,1,.6562500000000000000000000000000000000001
19985,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND14,480,412,15,27.48,.8587104166666666666666666666666666666646,.6368561384440330825535383727051950478081,1,.5468749999999999999999999999999999999999
19986,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND59,480,310,11,28.19,.6460677083333333333333333333333333333354,.6207424724898222419283324599943568866116,1,.4010416666666666666666666666666666666666
19987,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND38,480,405,12,33.74,.8435638888888888888888888888888888888896,.5186329165610192207005331217091506603922,1,.4375
19988,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND63,480,418,15,27.87,.8710309027777777777777777777777777777792,.6278479882355239182179162701922889105293,1,.5468750000000000000000000000000000000001
19989,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND58,480,469,16,29.31,.9769368055555555555555555555555555555542,.5971044698245436948966760473674445847963,1,.5833333333333333333333333333333333333332
19990,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND3,480,319,13,24.52,.6641398263888888888888888888888888888896,.7136423905043841430856652665856896036204,1,.4739583333333333333333333333333333333334
19991,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND56,480,430,16,26.88,.8959576388888888888888888888888888888896,.6510724480866608431853254470891248423663,1,.5833333333333333333333333333333333333333
19992,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND57,480,361,12,30.1,.7526093750000000000000000000000000000021,.5813108559802354308966719953495131521566,1,.4375000000000000000000000000000000000001
19993,28-JUL-15,1,10-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND60,480,345,12,28.78,.7193916666666666666666666666666666666667,.6081527216282275533726412362296848031322,1,.4375
20004,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND55,450,398,15,26.54,.8846274074074074074074074074074074074067,.6594113278073966273308620411020500784182,1,.5833333333333333333333333333333333333334
20005,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND14,450,333,11,30.24,.7392385185185185185185185185185185185222,.5786735499593174958816479821077144448913,.9090909090909090909090909090909090909091,.3888888888888888888888888888888888888888
20006,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND59,450,367,16,22.95,.8159529629629629629629629629629629629622,.7625711903327760814099215050976522339485,1,.6222222222222222222222222222222222222222
20007,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND38,450,283,13,21.8,.6297540740740740740740740740740740740756,.8027825088688353360747522842544061879515,1,.5055555555555555555555555555555555555556
20008,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND63,450,152,5,30.47,.3385914814814814814814814814814814814822,.5742744725699165497152145544122328119638,1,.1944444444444444444444444444444444444444
20009,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND58,450,284,10,28.38,.6305827777777777777777777777777777777778,.6167134634716210489591198265449333024389,.9,.35
20010,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND3,450,421,16,26.3,.9352251851851851851851851851851851851822,.6653180774842105763397050740007952135138,1,.6222222222222222222222222222222222222222
20011,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND56,450,396,11,36,.8800681481481481481481481481481481481511,.4860734690579517411109577372796046097424,1,.4277777777777777777777777777777777777778
20012,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND57,450,330,13,25.4,.7337705185185185185185185185185185185178,.6889831940594607134211503404737902716994,1,.5055555555555555555555555555555555555556
20013,28-JUL-15,1,09-JUN-15,10-JUN-15,LR4 Shim,all,SiLens,CYBOND60,450,307,13,23.61,.6821755555555555555555555555555555555556,.7410930389375168985500636851380713338698,1,.5055555555555555555555555555555555555556
20024,28-JUL-15,1,09-JUN-15,09-JUN-15,LR4 Shim,all,SiLens,CYBOND55,510,186,7,26.56,.3644977124183006535947712418300653594765,.6589782877861288208412866483826341738082,.8571428571428571428571428571428571428571,.2058823529411764705882352941176470588235
20025,28-JUL-15,1,09-JUN-15,09-JUN-15,LR4 Shim,all,SiLens,CYBOND14,510,298,9,33.07,.5836696078431372549019607843137254901941,.5291067502263401098190454914225916824437,1,.3088235294117647058823529411764705882353
20026,28-JUL-15,1,09-JUN-15,09-JUN-15,LR4 Shim,all,SiLens,CYBOND59,510,126,6,21.08,.247985196078431372549019607843137254902,.830220336523883264695196463735778029128,.6666666666666666666666666666666666666667,.137254901960784313725490196078431372549
