SERIAL_NUM,PASS_FAIL,PROCESS_DATE,SYSTEM_ID,STEP_NAME,CYCLE_TIME
156344332,P,201509160415,CYBOND63,silens,1282.45
156348660,P,201509160420,CYBOND57,silens,1204.3
156336398,P,201509160424,CYBOND60,silens,1164.41
156348306,P,201509160425,CYBOND55,silens,1246.33
156342952,P,201509160427,CYBOND38,silens,2259.26
156340940,P,201509160429,CYBOND56,silens,1361.73
156348368,P,201509160434,CYBOND14,silens,1524.31
156343800,P,201509160435,CYBOND63,silens,1138.08
156348662,P,201509160442,CYBOND57,silens,1327.58
156347912,P,201509160444,CYBOND55,silens,1173.31
156329164,P,201509160450,CYBOND60,silens,1578.8
156344016,P,201509160454,CYBOND3,silens,3185.47
156340980,P,201509160455,CYBOND56,silens,1538.19
156348248,P,201509160455,CYBOND63,silens,1218.16
156343790,P,201509160509,CYBOND14,silens,1773.92
156336460,P,201509160513,CYBOND60,silens,1345.69
156340976,P,201509160523,CYBOND56,silens,1707.66
156345298,P,201509160527,CYBOND58,silens,1657.69
156349292,P,201509160532,CYBOND57,silens,1871.56
156340876,P,201509160533,CYBOND3,silens,1838.72
156338658,P,201509160538,CYBOND14,silens,1713.94
156348782,P,201509160540,CYBOND55,silens,1353.69
156342488,P,201509160542,CYBOND59,silens,1685.28
156347758,P,201509160548,CYBOND55,silens,472.953
156342656,P,201509160558,CYBOND38,silens,1550.02
156345306,P,201509160558,CYBOND58,silens,1858.59
156341126,P,201509160559,CYBOND56,silens,2145.91
156345574,P,201509160559,CYBOND3,silens,1537.55
156349456,P,201509160601,CYBOND57,silens,1699.67
156336354,P,201509160603,CYBOND60,silens,380.031
156339904,P,201509160608,CYBOND14,silens,1425.63
156334758,P,201509160615,CYBOND58,silens,951.266
156348382,P,201509160620,CYBOND55,silens,1709.06
156341048,P,201509160623,CYBOND56,silens,1472.34
156342694,P,201509160631,CYBOND38,silens,1952.16
156345596,P,201509160641,CYBOND3,silens,2517.31
156349430,P,201509160657,CYBOND57,silens,1378.83
156349344,P,201509160700,CYBOND55,silens,1495.09
156340192,P,201509160702,CYBOND59,silens,1426.95
156348890,P,201509160707,CYBOND58,silens,1917.52
156341560,P,201509160709,CYBOND14,silens,2081.7
156337826,P,201509160710,CYBOND60,silens,1237.72
156342234,P,201509160711,CYBOND3,silens,1591.08
156341140,P,201509160711,CYBOND56,silens,1622.45
156348426,P,201509160723,CYBOND57,silens,1569.42
156339194,P,201509160724,CYBOND55,silens,1408.03
156340168,P,201509160734,CYBOND59,silens,1949.64
156341732,P,201509160737,CYBOND60,silens,1161.02
156349380,P,201509160745,CYBOND55,silens,1300.44
156348468,P,201509160747,CYBOND57,silens,1194.95
156342222,P,201509160747,CYBOND3,silens,1258.3
156348842,P,201509160749,CYBOND58,silens,2525.72
156341176,P,201509160752,CYBOND56,silens,2169.06
156339266,P,201509160757,CYBOND60,silens,1227.69
156339226,P,201509160808,CYBOND55,silens,1277.91
156340242,P,201509160810,CYBOND59,silens,2142.98
156348228,P,201509160812,CYBOND3,silens,1468.41
156340376,P,201509160812,CYBOND57,silens,1326.13
156338076,P,201509160818,CYBOND60,silens,1263.53
156349092,P,201509160821,CYBOND58,silens,1829.27
156341150,P,201509160822,CYBOND56,silens,1829.75
156345370,P,201509160824,CYBOND38,silens,1782.05
156349404,P,201509160831,CYBOND55,silens,1349.81
156340232,P,201509160832,CYBOND59,silens,1221.34
156342962,P,201509160838,CYBOND57,silens,1518.42
156334218,P,201509160842,CYBOND60,silens,1403.48
156348190,P,201509160844,CYBOND3,silens,1946.03
156345380,P,201509160848,CYBOND38,silens,1420.34
156339260,P,201509160850,CYBOND55,silens,1153.8
156343886,P,201509160855,CYBOND14,silens,1711.66
156343870,P,201509160905,CYBOND60,silens,1394.45
156342586,P,201509160907,CYBOND57,silens,1761.7
156349296,P,201509160909,CYBOND3,silens,1501.58
156345394,P,201509160910,CYBOND38,silens,1321.39
156349446,P,201509160911,CYBOND55,silens,1273.86
156343190,P,201509160914,CYBOND56,silens,2815.42
156343898,P,201509160918,CYBOND14,silens,1348.39
156340582,P,201509160928,CYBOND60,silens,1371.97
156339290,P,201509160929,CYBOND55,silens,1076.22
156342270,P,201509160938,CYBOND38,silens,1689.63
156343958,P,201509160940,CYBOND14,silens,1329.02
156342238,P,201509160941,CYBOND57,silens,2041.39
156345322,P,201509160944,CYBOND3,silens,1263.25
156341008,P,201509160949,CYBOND60,silens,1278.5
156349490,P,201509160951,CYBOND55,silens,1319.5
156343206,P,201509160955,CYBOND56,silens,1859.44
156345342,P,201509161003,CYBOND38,silens,1357.25
156343926,P,201509161004,CYBOND14,silens,1460.33
156342314,P,201509161007,CYBOND57,silens,1550.34
156343844,P,201509161011,CYBOND3,silens,1659.05
156340478,P,201509161013,CYBOND60,silens,1425.56
156344056,P,201509161016,CYBOND55,silens,1203.08
156343904,P,201509161024,CYBOND56,silens,1772.48
156344568,P,201509161025,CYBOND38,silens,1116.03
156339692,P,201509161026,CYBOND57,silens,1100.17
156349244,P,201509161029,CYBOND58,silens,2849.64
156343854,P,201509161031,CYBOND14,silens,1582.66
156345302,P,201509161033,CYBOND60,silens,1211.45
156344086,P,201509161034,CYBOND55,silens,1089.09
156343874,P,201509161044,CYBOND3,silens,1980.16
